"Subject","tBodyAccmeanX","tBodyAccmeanY","tBodyAccmeanZ","tBodyAccstdX","tBodyAccstdY","tBodyAccstdZ","ActivityName"
1,0.3402085,-0.036452984,-0.10625819,-0.95859648,-0.90805582,-0.98466948,"LAYING"
1,0.2816654,-0.017570074,-0.11073427,-0.99444613,-0.99403787,-0.99451423,"LAYING"
1,0.27885089,-0.016544181,-0.10901088,-0.99466309,-0.99543722,-0.99647999,"LAYING"
1,0.34696848,0.069408647,-0.20082552,-0.80390335,-0.74174219,-0.60538234,"LAYING"
1,0.30383319,0.1036482,-0.24533103,-0.75599409,-0.64257064,-0.6955007,"LAYING"
1,0.31932383,-0.024865202,-0.099798821,-0.96703313,-0.97373558,-0.97617628,"LAYING"
1,0.27903686,-0.016669682,-0.10935435,-0.99513738,-0.99481239,-0.99520044,"LAYING"
1,0.39365355,-0.023633221,-0.12592376,-0.96229044,-0.94488138,-0.9010443,"LAYING"
1,-0.36120533,-0.26812111,0.17689637,-0.59939182,0.53250573,0.0043240256,"LAYING"
1,-0.27706634,-0.68409659,0.34665772,-0.59641047,0.024682958,-0.16040449,"LAYING"
1,0.2574765,-0.41386534,0.017374188,-0.91966606,0.075259481,-0.63071563,"LAYING"
1,0.27683965,-0.02714766,-0.1231748,-0.97739515,-0.58759988,-0.97067028,"LAYING"
1,0.26865095,0.016430154,-0.10372571,-0.98569313,-0.89590544,-0.98819508,"LAYING"
1,0.28526329,-0.008888811,-0.10374518,-0.99549458,-0.97982784,-0.99541907,"LAYING"
1,0.28347732,-0.0075244582,-0.10928717,-0.99458009,-0.98676377,-0.99609334,"LAYING"
1,0.27302712,-0.010196757,-0.11115339,-0.9931253,-0.990001,-0.99540821,"LAYING"
1,0.28809417,-0.022759306,-0.13505802,-0.98641338,-0.99274935,-0.98323553,"LAYING"
1,0.27676588,-0.018060289,-0.12013176,-0.99101601,-0.98529915,-0.95284326,"LAYING"
1,0.24389788,-0.027628987,-0.18227212,-0.96710073,-0.94090804,-0.76724462,"LAYING"
1,0.18047854,-0.042535659,-0.28056106,-0.95675297,-0.93951623,-0.76304873,"LAYING"
1,0.20896421,-0.022742569,-0.16644945,-0.95384561,-0.93132033,-0.72608707,"LAYING"
1,0.30005315,-0.018087248,-0.10818389,-0.98194347,-0.98287187,-0.93625941,"LAYING"
1,0.32588645,0.00081689933,0.016658077,-0.98240327,-0.94670845,-0.73615522,"LAYING"
1,0.29230775,-0.00692865,-0.029339182,-0.96002148,-0.92420225,-0.65180555,"LAYING"
1,0.2591151,-0.017985103,-0.12024506,-0.95706759,-0.94990104,-0.82490842,"LAYING"
1,0.27554943,-0.014115159,-0.10899857,-0.99759949,-0.98525652,-0.9956526,"SITTING"
1,0.27778196,-0.015873588,-0.11050438,-0.99692883,-0.98192492,-0.99671585,"SITTING"
1,0.27725766,-0.014249297,-0.11220537,-0.99701597,-0.97768015,-0.9971403,"SITTING"
1,0.2645391,-0.019722322,-0.071903067,-0.99417215,-0.95024127,-0.96688076,"SITTING"
1,0.26963511,-0.0089314391,-0.089394709,-0.99713683,-0.96658737,-0.98559837,"SITTING"
1,0.27259354,-0.0057626503,-0.10852663,-0.99759621,-0.98565524,-0.99025442,"SITTING"
1,0.27682826,-0.016123297,-0.11023355,-0.99730948,-0.98660761,-0.98836119,"SITTING"
1,0.27790646,-0.017143471,-0.10985922,-0.99754662,-0.98715573,-0.99602656,"SITTING"
1,0.27426151,-0.012264695,-0.10949351,-0.99386458,-0.97742116,-0.98933645,"SITTING"
1,0.2761599,-0.01332633,-0.10596005,-0.99595226,-0.9797755,-0.99271835,"SITTING"
1,0.27575308,-0.010254163,-0.10953993,-0.99600622,-0.98294879,-0.99649629,"SITTING"
1,0.27746121,-0.017491016,-0.10635945,-0.99642843,-0.98467312,-0.99068266,"SITTING"
1,0.31076307,0.018053586,-0.20554844,-0.95014395,-0.84495603,-0.71965862,"SITTING"
1,0.27394057,-0.013147584,-0.10543517,-0.99588454,-0.98801293,-0.98842553,"SITTING"
1,0.22184689,0.034107675,-0.12361242,-0.81470826,-0.749418,-0.57189889,"SITTING"
1,-0.041701306,0.17510248,0.025551778,-0.75839283,-0.58653735,-0.43911019,"SITTING"
1,0.27853812,-0.016173432,-0.10970656,-0.99664602,-0.98297482,-0.99479797,"SITTING"
1,0.14450396,0.18926326,0.062769317,-0.90429967,-0.18193654,-0.44315051,"SITTING"
1,0.013903671,0.15329608,0.016242945,-0.80863778,-0.57274619,-0.62641542,"SITTING"
1,0.30368927,-0.0042428053,-0.15085028,-0.95650333,-0.83867155,-0.94300953,"SITTING"
1,0.29075969,-0.02403476,-0.11673889,-0.97737449,-0.96384053,-0.96250503,"SITTING"
1,0.2795534,-0.017001147,-0.11051668,-0.99607594,-0.99578152,-0.99822168,"SITTING"
1,0.27635864,-0.016138088,-0.10803259,-0.99557733,-0.99454385,-0.99454372,"SITTING"
1,0.2733796,-0.0099401064,-0.10839283,-0.9955058,-0.98176748,-0.99347363,"SITTING"
1,0.27905615,-0.01626097,-0.11281565,-0.99501877,-0.97044631,-0.98926612,"SITTING"
1,0.2785991,-0.019910142,-0.1111806,-0.99474489,-0.97949566,-0.98796152,"SITTING"
1,0.27328142,-0.011127209,-0.10634926,-0.9958764,-0.9891107,-0.99341322,"SITTING"
1,0.27930326,-0.020521383,-0.11323643,-0.99584854,-0.98070075,-0.99340381,"SITTING"
1,0.2790872,-0.019083242,-0.10588882,-0.99572983,-0.97896723,-0.99139401,"SITTING"
1,0.27564442,-0.015470231,-0.10820759,-0.99658306,-0.99050546,-0.99632901,"SITTING"
1,0.28725164,-0.037455064,-0.14597431,-0.98291504,-0.89160489,-0.94143811,"SITTING"
1,0.2799976,-0.019484036,-0.10572355,-0.99281839,-0.94035041,-0.98149266,"SITTING"
1,0.28150539,-0.018434859,-0.11139287,-0.99546804,-0.98433022,-0.99099514,"SITTING"
1,0.23715407,0.0078251224,-0.12283791,-0.97995358,-0.86619341,-0.96829047,"SITTING"
1,0.2731084,0.0065181116,-0.10947182,-0.99078294,-0.93506515,-0.99072156,"SITTING"
1,0.27843225,-0.019654302,-0.10797029,-0.99439029,-0.98456278,-0.99198578,"SITTING"
1,0.27798405,-0.017867041,-0.10694863,-0.99629013,-0.99311339,-0.99575029,"SITTING"
1,0.29811757,-0.035646628,-0.11592994,-0.98983698,-0.9077711,-0.94644862,"SITTING"
1,0.27750957,-0.016333594,-0.10989482,-0.99732911,-0.99400736,-0.99746062,"SITTING"
1,0.27727452,-0.011693149,-0.10258892,-0.99719472,-0.98421017,-0.98371764,"SITTING"
1,0.27839415,-0.018437222,-0.1116638,-0.99718769,-0.99166889,-0.9986534,"SITTING"
1,0.27866687,-0.017999434,-0.11006327,-0.99763711,-0.99050786,-0.98937496,"SITTING"
1,0.26297624,-0.00028737053,-0.17609097,-0.95017368,-0.61459668,-0.89803499,"SITTING"
1,0.27090823,-0.014412968,-0.10652245,-0.99385604,-0.9931787,-0.9934703,"SITTING"
1,0.27873199,-0.018106346,-0.10781649,-0.99744243,-0.99194879,-0.990915,"SITTING"
1,0.27832678,-0.01757272,-0.10987181,-0.99741288,-0.99000297,-0.99533322,"SITTING"
1,0.27559191,-0.013962574,-0.10788811,-0.99796584,-0.99362312,-0.99363071,"SITTING"
1,0.27664268,-0.016755348,-0.099381423,-0.99757572,-0.9870249,-0.99563498,"STANDING"
1,0.27436388,-0.023361777,-0.11033551,-0.99708947,-0.98878065,-0.9805598,"STANDING"
1,0.29794572,0.027093908,-0.061668123,-0.98864079,-0.8166986,-0.90190653,"STANDING"
1,0.27920345,-0.023020143,-0.12208028,-0.99683904,-0.97484812,-0.98338551,"STANDING"
1,0.27903836,-0.014800378,-0.11684896,-0.99694116,-0.98186562,-0.98257653,"STANDING"
1,0.28451133,-0.0085448131,-0.089976474,-0.99444689,-0.9791183,-0.97744618,"STANDING"
1,0.2852744,-0.0045132061,-0.1137861,-0.99416918,-0.95691531,-0.97684809,"STANDING"
1,0.27239664,-0.023659196,-0.11324183,-0.99029079,-0.91634568,-0.97697957,"STANDING"
1,0.26580577,-0.032762393,-0.11731189,-0.99267758,-0.95104936,-0.97602096,"STANDING"
1,0.27394901,-0.021795449,-0.11743596,-0.9958287,-0.9846918,-0.98680949,"STANDING"
1,0.32236308,0.034225504,-0.05735073,-0.96959958,-0.79992743,-0.89611149,"STANDING"
1,0.2745262,-0.025134082,-0.12251223,-0.99393011,-0.96387999,-0.95934962,"STANDING"
1,0.27475366,-0.020102285,-0.12120311,-0.99845548,-0.97979641,-0.99549304,"STANDING"
1,0.28981703,-0.010751748,-0.11994169,-0.99460871,-0.97444649,-0.91805537,"STANDING"
1,0.27556818,-0.016979698,-0.11142918,-0.99781139,-0.9905223,-0.99762104,"STANDING"
1,0.27756171,-0.014318487,-0.10787724,-0.99790424,-0.99431129,-0.99595166,"STANDING"
1,0.27715238,-0.017983328,-0.10660117,-0.99776322,-0.98995727,-0.99658567,"STANDING"
1,0.2756763,-0.021264234,-0.11080122,-0.99786211,-0.99009076,-0.99459257,"STANDING"
1,0.2792002,-0.017714427,-0.10916135,-0.99838929,-0.98730784,-0.99083159,"STANDING"
1,0.28171549,-0.011910678,-0.10287513,-0.99853388,-0.98848901,-0.99318367,"STANDING"
1,0.27899267,-0.014531029,-0.10659617,-0.99805969,-0.98606983,-0.99342424,"STANDING"
1,0.27573444,-0.01801884,-0.10677578,-0.99925496,-0.99366888,-0.9941888,"STANDING"
1,0.26076161,-0.035370696,-0.13730782,-0.97372342,-0.9291499,-0.87500058,"STANDING"
1,0.2792417,-0.017290162,-0.11394039,-0.99828462,-0.98913519,-0.98617287,"STANDING"
1,0.27884783,-0.01531619,-0.10701234,-0.99835991,-0.98394066,-0.99173879,"STANDING"
1,0.27368218,-0.019975668,-0.10754792,-0.99690186,-0.97694701,-0.99288615,"STANDING"
1,0.27872042,-0.014508176,-0.11530914,-0.99803797,-0.98579434,-0.99845546,"STANDING"
1,0.27938002,-0.01543831,-0.11126972,-0.99789716,-0.99152482,-0.99924206,"STANDING"
1,0.27719877,-0.01009785,-0.10513725,-0.99733496,-0.99048681,-0.99542003,"STANDING"
1,0.27945388,-0.019640776,-0.11002215,-0.99692104,-0.96718593,-0.98311783,"STANDING"
1,0.27743247,-0.030488303,-0.12536043,-0.99655926,-0.96672843,-0.98158533,"STANDING"
1,0.278457,-0.020414761,-0.11273172,-0.99913488,-0.98468004,-0.99627424,"STANDING"
1,0.27717497,-0.014712802,-0.10675647,-0.99918834,-0.99052638,-0.99336501,"STANDING"
1,0.27687455,-0.018606634,-0.112972,-0.99553121,-0.97702551,-0.98667852,"STANDING"
1,0.27380646,-0.019735938,-0.11988703,-0.99843174,-0.97745674,-0.98177192,"STANDING"
1,0.2801349,-0.013916951,-0.10637048,-0.99769492,-0.98751567,-0.99040744,"STANDING"
1,0.27734354,-0.01565033,-0.10844766,-0.99786452,-0.99265102,-0.99945444,"STANDING"
1,0.27796276,-0.015040946,-0.10639918,-0.99722941,-0.98963355,-0.99267588,"STANDING"
1,0.27997806,-0.015505193,-0.10621291,-0.99801874,-0.99137526,-0.99230109,"STANDING"
1,0.27970111,-0.015808416,-0.10892197,-0.99875228,-0.99407978,-0.99191232,"STANDING"
1,0.27622817,-0.021441302,-0.10820234,-0.99824595,-0.98721376,-0.99272659,"STANDING"
1,0.28858451,-0.020294171,-0.13290514,-0.9952786,-0.98311061,-0.91352645,"STANDING"
1,0.27773106,-0.018210718,-0.10918803,-0.99749074,-0.99322197,-0.99612795,"STANDING"
1,0.27526076,-0.016105674,-0.10343073,-0.99577942,-0.97855604,-0.99234774,"STANDING"
1,0.27841883,-0.016410568,-0.12352019,-0.99824528,-0.97530022,-0.96032199,"STANDING"
1,0.27965306,-0.019467156,-0.11346169,-0.99537956,-0.96718701,-0.97894396,"STANDING"
1,0.27917394,-0.026200646,-0.12328257,-0.99609149,-0.9834027,-0.9906751,"STANDING"
1,0.27662877,-0.016569655,-0.11536185,-0.99813862,-0.98081727,-0.99048163,"STANDING"
1,0.27729342,-0.021750698,-0.12075082,-0.99732847,-0.96124532,-0.98367156,"STANDING"
1,0.28058569,-0.0099602983,-0.10606516,-0.99480344,-0.9727584,-0.98624387,"STANDING"
1,0.27688027,-0.012721805,-0.10343832,-0.99481511,-0.97307692,-0.98535702,"STANDING"
1,0.27942505,-0.014947411,-0.1101951,-0.99698312,-0.99453026,-0.98363505,"STANDING"
1,0.278426,-0.017091944,-0.12529627,-0.99415676,-0.98700963,-0.98204621,"STANDING"
1,0.30830537,-0.019882845,-0.16044667,-0.4390001,0.0033127826,-0.20853766,"WALKING"
1,0.32746543,-0.03566696,-0.18182373,-0.36722034,0.034414774,-0.19402335,"WALKING"
1,0.30363491,-0.014656769,-0.042613832,-0.21530926,0.12091731,-0.2186594,"WALKING"
1,0.23995826,-0.0097107196,-0.12197022,-0.37078412,-0.072025636,-0.30167375,"WALKING"
1,0.28972747,0.01534272,-0.11667518,-0.36879989,-0.083343414,-0.26334666,"WALKING"
1,0.29668098,-0.04271512,-0.10477623,-0.23072671,0.20955781,-0.26290057,"WALKING"
1,0.27330795,-0.042960517,-0.11741912,-0.19571727,0.22052185,-0.26013583,"WALKING"
1,0.23887121,0.0076402593,-0.1059361,-0.19725721,0.14511247,-0.27211877,"WALKING"
1,0.2408087,-0.00050888361,-0.095617951,-0.23763498,0.15699169,-0.27673339,"WALKING"
1,0.36562924,-0.020382593,-0.089326453,-0.18660819,0.19409125,-0.2567271,"WALKING"
1,0.35919361,-0.018079718,-0.07234686,-0.26279787,0.057066065,-0.24801678,"WALKING"
1,0.22442754,-0.031464353,-0.12726298,-0.39294444,-0.020678437,-0.26338558,"WALKING"
1,0.23841102,-0.023196389,-0.11255181,-0.31993668,0.027333313,-0.18198057,"WALKING"
1,0.23398475,0.0077570244,-0.087513687,-0.37757179,0.058069745,-0.33323408,"WALKING"
1,0.22247974,-0.0062025184,-0.079425955,-0.35657301,0.24885114,-0.32057072,"WALKING"
1,0.33156003,-0.0074950152,-0.13173868,-0.24591692,0.10293816,-0.23307559,"WALKING"
1,0.20201055,-0.0090379452,-0.079095855,-0.2207697,0.12313624,-0.22163812,"WALKING"
1,0.1801943,-0.017796846,-0.039347036,-0.37654341,0.023526725,-0.24705158,"WALKING"
1,0.24898582,-0.053664698,-0.25543912,-0.32976142,0.19176801,-0.26289072,"WALKING"
1,0.22251789,-0.015582132,-0.10349692,-0.2890912,0.24541959,-0.3089648,"WALKING"
1,0.28111697,0.0073702798,-0.12225809,-0.38576737,0.086354768,-0.30140401,"WALKING"
1,0.28618516,0.00078622212,-0.14347148,-0.32635456,0.015934321,-0.32708994,"WALKING"
1,0.29672786,-0.0079559289,-0.12024131,-0.28354284,0.058916836,-0.30836856,"WALKING"
1,0.31035963,-0.054635143,-0.13912115,-0.29919627,0.13141489,-0.31102445,"WALKING"
1,0.26468173,-0.0085919266,-0.10297373,-0.36323752,0.036867249,-0.24415899,"WALKING"
1,0.28431748,-0.027205815,-0.21230304,-0.18344442,0.14107588,-0.22568941,"WALKING"
1,0.22172674,-0.02437697,-0.075076407,-0.11171737,0.11113028,-0.22183256,"WALKING"
1,0.29097148,-0.027810418,-0.042982545,-0.1393703,0.038038012,-0.26684056,"WALKING"
1,0.28703017,-0.02723993,-0.11750002,-0.31223717,0.12700096,-0.2522831,"WALKING"
1,0.30159413,-0.044653002,-0.081513949,-0.17845378,0.24283356,-0.14486824,"WALKING"
1,0.24608919,-0.016175423,-0.11188336,-0.22179285,0.067040367,-0.30151426,"WALKING"
1,0.29272439,-0.0021398385,-0.14034852,-0.25253682,0.041978126,-0.27523889,"WALKING"
1,0.28772456,-0.038921811,-0.12101893,-0.34519934,0.065631103,-0.37491204,"WALKING"
1,0.33117237,-0.028691115,-0.10839138,-0.21781204,0.20800249,-0.28776029,"WALKING"
1,0.26108077,-0.015635621,-0.10258842,-0.17123888,0.20123607,-0.26158873,"WALKING"
1,0.25242505,0.0062773455,-0.12518006,-0.2372253,0.22348838,-0.22901343,"WALKING"
1,0.35878664,-0.016954505,-0.15477656,-0.2514616,0.27005499,-0.18501917,"WALKING"
1,0.28056095,-0.011424653,-0.15619795,-0.2739845,0.25843788,-0.22578754,"WALKING"
1,0.33216933,-0.034585828,-0.15926922,-0.29396729,0.18968054,-0.22527463,"WALKING"
1,0.22003494,-0.0078731854,-0.10586088,-0.32585087,0.069516573,-0.33598457,"WALKING"
1,0.1902231,-0.038897051,-0.09869604,-0.33110714,0.044813142,-0.3538676,"WALKING"
1,0.256935,-0.010577401,-0.10544192,-0.23004356,0.18733455,-0.16425491,"WALKING"
1,0.29855414,0.00079445569,-0.040695674,-0.19810732,-0.0046376926,-0.18503809,"WALKING"
1,0.34625374,-0.018934595,-0.071284752,-0.35249848,-0.004831567,-0.33148377,"WALKING"
1,0.32599307,-0.016638474,-0.05512912,-0.30868231,0.070430284,-0.35990198,"WALKING"
1,0.27052,-0.016289773,-0.10293667,-0.33908433,0.092647463,-0.31971163,"WALKING"
1,0.22667958,-0.036078863,-0.13872566,-0.37645875,0.084023999,-0.30097474,"WALKING"
1,0.28051914,-0.018843872,-0.21913175,-0.30515844,0.013337442,-0.31013735,"WALKING"
1,0.34708066,-0.037003662,-0.1313715,-0.26686437,0.19113155,-0.29269185,"WALKING"
1,0.23285893,0.0060932862,-0.10962065,-0.33592545,0.0095717473,-0.33207839,"WALKING"
1,0.28656754,0.020619282,-0.092535898,-0.35839925,0.18479877,-0.36006365,"WALKING"
1,0.30583985,-0.0021923253,-0.12497137,-0.30930011,0.19143432,-0.31795237,"WALKING"
1,0.23003885,-0.022024777,-0.097875785,-0.32457504,0.051074897,-0.37396061,"WALKING"
1,0.30804575,-0.023300458,-0.07970154,-0.19869979,0.13432199,-0.17723723,"WALKING"
1,0.20356167,-0.03050523,-0.13709513,-0.2469644,0.29855783,-0.20575302,"WALKING"
1,0.27324282,0.0060649186,-0.088320786,-0.39408486,0.04395901,-0.28070637,"WALKING"
1,0.23948442,-0.017132916,-0.12317001,-0.35064883,0.16141265,-0.30091302,"WALKING"
1,0.29542323,0.0030962138,-0.12756327,-0.4028771,0.092371244,-0.334305,"WALKING"
1,0.28375642,-0.025635447,-0.12219085,-0.30994762,0.18795735,-0.31514367,"WALKING"
1,0.27194632,0.0038772773,-0.053688526,-0.31490797,0.074906345,-0.33522049,"WALKING"
1,0.34859482,-0.0092913878,-0.048420161,-0.29625224,0.18386365,-0.34128475,"WALKING"
1,0.22009445,-0.021543101,-0.15073743,-0.28176717,0.19933832,-0.31132134,"WALKING"
1,0.28384717,-0.0030528987,-0.12795043,-0.33090335,0.17223651,-0.32623559,"WALKING"
1,0.27305549,-0.018221127,-0.12811291,-0.33635511,0.10671783,-0.31968811,"WALKING"
1,0.29286452,-0.040265291,-0.15077284,-0.25015985,0.18840369,-0.26921057,"WALKING"
1,0.28562929,-0.033009184,-0.12127097,-0.23330104,0.17256407,-0.21267648,"WALKING"
1,0.15618659,-0.049614593,-0.11290104,-0.29692418,0.17556848,-0.25404159,"WALKING"
1,0.28202157,-0.037696218,-0.1348973,-0.32828019,-0.13715339,-0.18908594,"WALKING"
1,0.25584075,-0.064550029,-0.095186339,-0.22920689,0.016506077,-0.26031088,"WALKING"
1,0.3490591,-0.022003784,-0.15005217,-0.30312548,0.15260681,-0.17429778,"WALKING"
1,0.29644415,0.014086002,-0.010259465,-0.33430802,0.084803856,-0.26422618,"WALKING"
1,0.39824941,0.027317684,-0.062956416,-0.28590377,0.16232262,-0.21103155,"WALKING"
1,0.32858963,-0.023303338,-0.081835606,-0.26935316,0.26706359,-0.24431484,"WALKING"
1,0.26682128,-0.018607495,-0.1298046,-0.33237483,0.18823401,-0.32867865,"WALKING"
1,0.32551283,-0.030425049,-0.090442602,-0.32426515,0.18394759,-0.33298202,"WALKING"
1,0.21453672,-0.032810366,-0.1237505,-0.31414012,0.16878457,-0.3145,"WALKING"
1,0.25486723,0.0038147234,-0.12365809,-0.27515786,0.013079871,-0.28437131,"WALKING"
1,0.24003888,-0.017441822,-0.085922906,-0.2719562,0.16648261,-0.30453569,"WALKING"
1,0.27623973,-0.029638413,-0.14261631,-0.22657692,0.16428792,-0.12254496,"WALKING"
1,0.25546822,0.021219063,-0.048949431,-0.22453699,0.022312942,-0.11319624,"WALKING"
1,0.22229785,-0.018659683,-0.11718642,-0.22054434,0.16981657,-0.21230566,"WALKING"
1,0.21448125,0.0099387454,-0.123073,-0.20551618,0.1060062,-0.21092443,"WALKING"
1,0.32731657,-0.022255821,-0.1491439,-0.24864532,0.13322913,-0.17954697,"WALKING"
1,0.2784596,-0.023397895,-0.13045484,-0.27710217,0.12280051,-0.31427242,"WALKING"
1,0.34337048,-0.014446221,-0.16737697,-0.22992354,0.17391077,-0.21338751,"WALKING"
1,0.30388542,0.0027680377,-0.038613087,-0.16865626,0.19033573,-0.1404726,"WALKING"
1,0.3541929,-0.012560935,-0.058680943,-0.20842457,0.23479071,-0.15926287,"WALKING"
1,0.2346659,-0.049547719,-0.11175723,-0.24708664,0.055164926,-0.20856333,"WALKING"
1,0.28151325,-0.040800898,-0.13467496,-0.20097415,0.13235411,-0.22023423,"WALKING"
1,0.32113983,0.0015817951,-0.043553705,-0.23395567,0.034774517,-0.16193047,"WALKING"
1,0.2769154,-0.03548621,-0.080569176,-0.26294183,0.11127781,-0.21270027,"WALKING"
1,0.20530739,-0.0085082782,-0.11964696,-0.2607049,0.027917204,-0.2265457,"WALKING"
1,0.30699599,-0.01378698,-0.18016197,-0.23902985,0.072865343,-0.24720444,"WALKING"
1,0.31263404,-0.026367749,-0.13095121,-0.3530986,-0.01738215,-0.1278076,"WALKING"
1,0.25012584,-0.02268563,-0.064799659,-0.44418133,-0.0022360513,-0.29624361,"WALKING"
1,0.28521305,-0.020202459,-0.011024206,0.12298877,0.08194572,0.049997153,"WALKING_DOWNSTAIRS"
1,0.21070047,-0.005968762,-0.1095915,-0.064215283,-0.20213904,-0.32766382,"WALKING_DOWNSTAIRS"
1,0.28155172,-0.016110289,-0.14009252,-0.094665347,-0.007347987,-0.34749167,"WALKING_DOWNSTAIRS"
1,0.27395574,-0.022899292,-0.12725614,-0.1333824,0.13226521,-0.3361737,"WALKING_DOWNSTAIRS"
1,0.1669136,-0.03373288,-0.13334869,0.052910086,0.26572452,-0.21271262,"WALKING_DOWNSTAIRS"
1,0.35119884,0.021866728,-0.1494262,0.076174685,-0.10048684,-0.29808742,"WALKING_DOWNSTAIRS"
1,0.42595606,0.02456,-0.15095947,0.099239639,-0.038196632,-0.27249905,"WALKING_DOWNSTAIRS"
1,0.30171512,-0.0070493914,-0.093681451,-0.040142869,-0.14142127,-0.32583132,"WALKING_DOWNSTAIRS"
1,0.23528441,-0.014570467,-0.20841776,0.099089605,0.3007347,-0.2064967,"WALKING_DOWNSTAIRS"
1,0.43503687,-0.0065917495,-0.082909932,0.078451291,-0.098710248,-0.26404564,"WALKING_DOWNSTAIRS"
1,0.4699458,-0.033624109,-0.1412542,0.11546276,0.019113399,-0.03447136,"WALKING_DOWNSTAIRS"
1,0.36248249,-0.0035526939,-0.18104462,0.24954917,-0.21185711,-0.16926229,"WALKING_DOWNSTAIRS"
1,0.2860648,0.016799817,-0.16313273,0.030550912,-0.19581464,-0.21811161,"WALKING_DOWNSTAIRS"
1,0.44562097,-0.011902709,-0.15116909,0.11820941,-0.051036543,-0.14692209,"WALKING_DOWNSTAIRS"
1,0.13046118,-0.05499692,-0.13178649,-0.10749685,0.10655765,-0.22750121,"WALKING_DOWNSTAIRS"
1,0.31277629,-0.050409373,-0.043028643,0.026284824,0.16827786,-0.18619953,"WALKING_DOWNSTAIRS"
1,0.29995717,0.014082123,-0.082310404,0.069268419,0.057800324,-0.23505028,"WALKING_DOWNSTAIRS"
1,0.26537379,-0.017156211,-0.13877347,0.12036221,0.083343662,-0.22198362,"WALKING_DOWNSTAIRS"
1,0.27763311,-0.03726758,-0.10002093,-0.021760423,-0.032132086,-0.19655791,"WALKING_DOWNSTAIRS"
1,0.28134949,-0.0007098312,-0.0086999005,0.1466405,-0.15760804,-0.24012018,"WALKING_DOWNSTAIRS"
1,0.41983326,-0.056165676,-0.1553395,0.067272151,-0.03574553,-0.13243022,"WALKING_DOWNSTAIRS"
1,0.3139389,-0.028131107,-0.1535226,-0.045620942,0.063968128,-0.24882181,"WALKING_DOWNSTAIRS"
1,0.26688016,-0.0023073023,-0.063727153,-0.049966361,-0.24740345,-0.25858891,"WALKING_DOWNSTAIRS"
1,0.23179921,-0.0075220252,-0.055801013,0.063689044,-0.017154892,-0.23035782,"WALKING_DOWNSTAIRS"
1,0.19239073,0.015226187,-0.16339996,0.10612827,-0.10736427,-0.2458083,"WALKING_DOWNSTAIRS"
1,0.40209809,-0.040365788,-0.072894129,0.10621877,0.09549215,-0.16651317,"WALKING_DOWNSTAIRS"
1,0.25994947,-0.022679831,-0.10227613,-0.0057662148,0.092542018,-0.2539217,"WALKING_DOWNSTAIRS"
1,0.1686636,0.052146924,-0.082792774,-0.093625911,0.13379801,-0.35783722,"WALKING_DOWNSTAIRS"
